 numangles= 181
  g= 4.92490D-01
   scat. angle           m2               m1              s21              d21           phase func.      polarization  
    1.3400D+02       2.8717D-01       4.6881D-01      -3.4447D-01       4.7488D-02       3.7799D-01       2.4027D-01
    1.3500D+02       2.9069D-01       4.6602D-01      -3.4719D-01       4.5606D-02       3.7836D-01       2.3170D-01
    1.3600D+02       2.9424D-01       4.6332D-01      -3.4985D-01       4.3763D-02       3.7878D-01       2.2319D-01
    1.3700D+02       2.9781D-01       4.6072D-01      -3.5246D-01       4.1956D-02       3.7927D-01       2.1477D-01
    1.3800D+02       3.0140D-01       4.5820D-01      -3.5501D-01       4.0185D-02       3.7980D-01       2.0643D-01
    1.3900D+02       3.0500D-01       4.5577D-01      -3.5750D-01       3.8450D-02       3.8039D-01       1.9818D-01
    1.4000D+02       3.0862D-01       4.5342D-01      -3.5994D-01       3.6750D-02       3.8102D-01       1.9002D-01
    1.4100D+02       3.1224D-01       4.5116D-01      -3.6232D-01       3.5085D-02       3.8170D-01       1.8197D-01
    1.4200D+02       3.1587D-01       4.4898D-01      -3.6465D-01       3.3455D-02       3.8242D-01       1.7403D-01
    1.4300D+02       3.1950D-01       4.4687D-01      -3.6693D-01       3.1859D-02       3.8319D-01       1.6620D-01
    1.4400D+02       3.2313D-01       4.4485D-01      -3.6915D-01       3.0297D-02       3.8399D-01       1.5849D-01
    1.4500D+02       3.2675D-01       4.4290D-01      -3.7133D-01       2.8769D-02       3.8482D-01       1.5091D-01
    1.4600D+02       3.3037D-01       4.4102D-01      -3.7345D-01       2.7276D-02       3.8570D-01       1.4345D-01
    1.4700D+02       3.3397D-01       4.3923D-01      -3.7553D-01       2.5817D-02       3.8660D-01       1.3613D-01
    1.4800D+02       3.3756D-01       4.3750D-01      -3.7755D-01       2.4392D-02       3.8753D-01       1.2894D-01
    1.4900D+02       3.4113D-01       4.3584D-01      -3.7953D-01       2.3003D-02       3.8849D-01       1.2189D-01
    1.5000D+02       3.4468D-01       4.3426D-01      -3.8145D-01       2.1648D-02       3.8947D-01       1.1499D-01
    1.5100D+02       3.4820D-01       4.3274D-01      -3.8333D-01       2.0328D-02       3.9047D-01       1.0824D-01
    1.5200D+02       3.5170D-01       4.3129D-01      -3.8516D-01       1.9045D-02       3.9149D-01       1.0165D-01
    1.5300D+02       3.5515D-01       4.2990D-01      -3.8694D-01       1.7797D-02       3.9253D-01       9.5213D-02
    1.5400D+02       3.5857D-01       4.2858D-01      -3.8868D-01       1.6585D-02       3.9358D-01       8.8939D-02
    1.5500D+02       3.6195D-01       4.2733D-01      -3.9036D-01       1.5411D-02       3.9464D-01       8.2832D-02
    1.5600D+02       3.6528D-01       4.2613D-01      -3.9200D-01       1.4273D-02       3.9570D-01       7.6895D-02
    1.5700D+02       3.6855D-01       4.2500D-01      -3.9359D-01       1.3174D-02       3.9678D-01       7.1135D-02
    1.5800D+02       3.7177D-01       4.2393D-01      -3.9512D-01       1.2113D-02       3.9785D-01       6.5554D-02
    1.5900D+02       3.7492D-01       4.2291D-01      -3.9661D-01       1.1091D-02       3.9891D-01       6.0158D-02
    1.6000D+02       3.7800D-01       4.2196D-01      -3.9804D-01       1.0108D-02       3.9998D-01       5.4952D-02
    1.6100D+02       3.8100D-01       4.2106D-01      -3.9942D-01       9.1664D-03       4.0103D-01       4.9940D-02
    1.6200D+02       3.8392D-01       4.2021D-01      -4.0075D-01       8.2655D-03       4.0207D-01       4.5129D-02
    1.6300D+02       3.8675D-01       4.1942D-01      -4.0201D-01       7.4064D-03       4.0308D-01       4.0525D-02
    1.6400D+02       3.8948D-01       4.1868D-01      -4.0323D-01       6.5900D-03       4.0408D-01       3.6132D-02
    1.6500D+02       3.9211D-01       4.1799D-01      -4.0438D-01       5.8170D-03       4.0505D-01       3.1958D-02
    1.6600D+02       3.9462D-01       4.1736D-01      -4.0547D-01       5.0883D-03       4.0599D-01       2.8010D-02
    1.6700D+02       3.9700D-01       4.1677D-01      -4.0649D-01       4.4049D-03       4.0689D-01       2.4293D-02
    1.6800D+02       3.9926D-01       4.1623D-01      -4.0746D-01       3.7675D-03       4.0775D-01       2.0815D-02
    1.6900D+02       4.0137D-01       4.1574D-01      -4.0835D-01       3.1770D-03       4.0856D-01       1.7582D-02
    1.7000D+02       4.0334D-01       4.1530D-01      -4.0918D-01       2.6344D-03       4.0932D-01       1.4602D-02
    1.7100D+02       4.0515D-01       4.1490D-01      -4.0993D-01       2.1404D-03       4.1003D-01       1.1882D-02
    1.7200D+02       4.0680D-01       4.1454D-01      -4.1061D-01       1.6959D-03       4.1067D-01       9.4271D-03
    1.7300D+02       4.0827D-01       4.1423D-01      -4.1122D-01       1.3017D-03       4.1125D-01       7.2446D-03
    1.7400D+02       4.0957D-01       4.1396D-01      -4.1174D-01       9.5847D-04       4.1176D-01       5.3400D-03
    1.7500D+02       4.1067D-01       4.1374D-01      -4.1219D-01       6.6687D-04       4.1220D-01       3.7188D-03
    1.7600D+02       4.1158D-01       4.1355D-01      -4.1257D-01       4.2746D-04       4.1257D-01       2.3856D-03
    1.7700D+02       4.1230D-01       4.1341D-01      -4.1285D-01       2.4074D-04       4.1286D-01       1.3443D-03
    1.7800D+02       4.1281D-01       4.1331D-01      -4.1306D-01       1.0709D-04       4.1306D-01       5.9827D-04
    1.7900D+02       4.1312D-01       4.1325D-01      -4.1319D-01       2.6787D-05       4.1319D-01       1.4969D-04
    1.8000D+02       4.1323D-01       4.1323D-01      -4.1323D-01       3.5380D-18       4.1323D-01       6.7168D-17
