 numangles= 181
  g= 5.86634D-01
   scat. angle           m2               m1              s21              d21           phase func.      polarization  
    7.7000D+01       4.7105D-01       6.7040D-01       4.2252D-01       1.1455D-01       5.7072D-01       1.7465D-01
    7.8000D+01       4.5388D-01       6.5133D-01       4.0309D-01       1.0971D-01       5.5261D-01       1.7866D-01
    7.9000D+01       4.3758D-01       6.3303D-01       3.8447D-01       1.0501D-01       5.3531D-01       1.8256D-01
    8.0000D+01       4.2211D-01       6.1546D-01       3.6663D-01       1.0043D-01       5.1879D-01       1.8634D-01
    8.1000D+01       4.0744D-01       5.9858D-01       3.4951D-01       9.5987D-02       5.0301D-01       1.9000D-01
    8.2000D+01       3.9353D-01       5.8237D-01       3.3311D-01       9.1668D-02       4.8795D-01       1.9351D-01
    8.3000D+01       3.8034D-01       5.6679D-01       3.1737D-01       8.7472D-02       4.7356D-01       1.9686D-01
    8.4000D+01       3.6785D-01       5.5182D-01       3.0226D-01       8.3394D-02       4.5983D-01       2.0004D-01
    8.5000D+01       3.5602D-01       5.3742D-01       2.8777D-01       7.9433D-02       4.4672D-01       2.0303D-01
    8.6000D+01       3.4483D-01       5.2357D-01       2.7386D-01       7.5584D-02       4.3420D-01       2.0582D-01
    8.7000D+01       3.3426D-01       5.1025D-01       2.6050D-01       7.1845D-02       4.2226D-01       2.0840D-01
    8.8000D+01       3.2427D-01       4.9744D-01       2.4767D-01       6.8213D-02       4.1086D-01       2.1074D-01
    8.9000D+01       3.1485D-01       4.8510D-01       2.3534D-01       6.4684D-02       3.9997D-01       2.1283D-01
    9.0000D+01       3.0596D-01       4.7323D-01       2.2350D-01       6.1257D-02       3.8959D-01       2.1467D-01
    9.1000D+01       2.9759D-01       4.6179D-01       2.1212D-01       5.7928D-02       3.7969D-01       2.1623D-01
    9.2000D+01       2.8971D-01       4.5077D-01       2.0118D-01       5.4695D-02       3.7024D-01       2.1751D-01
    9.3000D+01       2.8231D-01       4.4016D-01       1.9065D-01       5.1556D-02       3.6124D-01       2.1848D-01
    9.4000D+01       2.7537D-01       4.2993D-01       1.8053D-01       4.8507D-02       3.5265D-01       2.1914D-01
    9.5000D+01       2.6887D-01       4.2007D-01       1.7079D-01       4.5547D-02       3.4447D-01       2.1947D-01
    9.6000D+01       2.6278D-01       4.1056D-01       1.6142D-01       4.2673D-02       3.3667D-01       2.1947D-01
    9.7000D+01       2.5710D-01       4.0139D-01       1.5240D-01       3.9883D-02       3.2925D-01       2.1911D-01
    9.8000D+01       2.5181D-01       3.9254D-01       1.4370D-01       3.7176D-02       3.2218D-01       2.1840D-01
    9.9000D+01       2.4689D-01       3.8400D-01       1.3533D-01       3.4549D-02       3.1545D-01       2.1732D-01
    1.0000D+02       2.4233D-01       3.7575D-01       1.2726D-01       3.2001D-02       3.0904D-01       2.1587D-01
    1.0100D+02       2.3811D-01       3.6779D-01       1.1948D-01       2.9531D-02       3.0295D-01       2.1403D-01
    1.0200D+02       2.3422D-01       3.6010D-01       1.1198D-01       2.7137D-02       2.9716D-01       2.1180D-01
    1.0300D+02       2.3065D-01       3.5267D-01       1.0474D-01       2.4817D-02       2.9166D-01       2.0918D-01
    1.0400D+02       2.2738D-01       3.4548D-01       9.7754D-02       2.2572D-02       2.8643D-01       2.0617D-01
    1.0500D+02       2.2440D-01       3.3854D-01       9.1005D-02       2.0400D-02       2.8147D-01       2.0276D-01
    1.0600D+02       2.2170D-01       3.3182D-01       8.4483D-02       1.8299D-02       2.7676D-01       1.9894D-01
    1.0700D+02       2.1926D-01       3.2531D-01       7.8178D-02       1.6271D-02       2.7229D-01       1.9474D-01
    1.0800D+02       2.1708D-01       3.1902D-01       7.2077D-02       1.4315D-02       2.6805D-01       1.9014D-01
    1.0900D+02       2.1515D-01       3.1292D-01       6.6171D-02       1.2430D-02       2.6403D-01       1.8515D-01
