 numangles= 181
  g= 6.46295D-01
   scat. angle           m2               m1              s21              d21           phase func.      polarization  
    8.7000D+01       2.4839D-01       4.3445D-01       2.2067D-01       5.6801D-02       3.4142D-01       2.7249D-01
    8.8000D+01       2.3956D-01       4.2149D-01       2.0912D-01       5.3286D-02       3.3052D-01       2.7522D-01
    8.9000D+01       2.3126D-01       4.0907D-01       1.9810D-01       4.9874D-02       3.2016D-01       2.7769D-01
    9.0000D+01       2.2346D-01       3.9716D-01       1.8759D-01       4.6562D-02       3.1031D-01       2.7989D-01
    9.1000D+01       2.1614D-01       3.8576D-01       1.7755D-01       4.3348D-02       3.0095D-01       2.8181D-01
    9.2000D+01       2.0927D-01       3.7482D-01       1.6797D-01       4.0228D-02       2.9204D-01       2.8343D-01
    9.3000D+01       2.0283D-01       3.6433D-01       1.5882D-01       3.7201D-02       2.8358D-01       2.8474D-01
    9.4000D+01       1.9681D-01       3.5426D-01       1.5008D-01       3.4262D-02       2.7553D-01       2.8573D-01
    9.5000D+01       1.9117D-01       3.4461D-01       1.4172D-01       3.1410D-02       2.6789D-01       2.8639D-01
    9.6000D+01       1.8590D-01       3.3534D-01       1.3373D-01       2.8641D-02       2.6062D-01       2.8669D-01
    9.7000D+01       1.8099D-01       3.2644D-01       1.2609D-01       2.5954D-02       2.5371D-01       2.8665D-01
    9.8000D+01       1.7641D-01       3.1789D-01       1.1877D-01       2.3347D-02       2.4715D-01       2.8623D-01
    9.9000D+01       1.7215D-01       3.0968D-01       1.1177D-01       2.0816D-02       2.4092D-01       2.8544D-01
    1.0000D+02       1.6819D-01       3.0179D-01       1.0506D-01       1.8360D-02       2.3499D-01       2.8426D-01
    1.0100D+02       1.6453D-01       2.9421D-01       9.8623D-02       1.5976D-02       2.2937D-01       2.8269D-01
    1.0200D+02       1.6114D-01       2.8692D-01       9.2454D-02       1.3663D-02       2.2403D-01       2.8071D-01
    1.0300D+02       1.5802D-01       2.7991D-01       8.6533D-02       1.1419D-02       2.1896D-01       2.7833D-01
    1.0400D+02       1.5515D-01       2.7316D-01       8.0848D-02       9.2428D-03       2.1415D-01       2.7553D-01
    1.0500D+02       1.5252D-01       2.6667D-01       7.5384D-02       7.1318D-03       2.0959D-01       2.7231D-01
    1.0600D+02       1.5012D-01       2.6041D-01       7.0130D-02       5.0850D-03       2.0527D-01       2.6867D-01
    1.0700D+02       1.4794D-01       2.5439D-01       6.5072D-02       3.1010D-03       2.0116D-01       2.6460D-01
    1.0800D+02       1.4597D-01       2.4859D-01       6.0200D-02       1.1785D-03       1.9728D-01       2.6010D-01
    1.0900D+02       1.4420D-01       2.4300D-01       5.5503D-02      -6.8347D-04       1.9360D-01       2.5517D-01
    1.1000D+02       1.4262D-01       2.3760D-01       5.0969D-02      -2.4859D-03       1.9011D-01       2.4982D-01
    1.1100D+02       1.4122D-01       2.3240D-01       4.6589D-02      -4.2296D-03       1.8681D-01       2.4404D-01
    1.1200D+02       1.4000D-01       2.2738D-01       4.2352D-02      -5.9152D-03       1.8369D-01       2.3784D-01
    1.1300D+02       1.3895D-01       2.2253D-01       3.8249D-02      -7.5432D-03       1.8074D-01       2.3122D-01
    1.1400D+02       1.3806D-01       2.1785D-01       3.4271D-02      -9.1139D-03       1.7795D-01       2.2419D-01
    1.1500D+02       1.3732D-01       2.1333D-01       3.0409D-02      -1.0627D-02       1.7532D-01       2.1676D-01
    1.1600D+02       1.3673D-01       2.0895D-01       2.6655D-02      -1.2084D-02       1.7284D-01       2.0894D-01
    1.1700D+02       1.3627D-01       2.0472D-01       2.2999D-02      -1.3483D-02       1.7049D-01       2.0073D-01
    1.1800D+02       1.3595D-01       2.0062D-01       1.9434D-02      -1.4824D-02       1.6828D-01       1.9216D-01
    1.1900D+02       1.3575D-01       1.9665D-01       1.5952D-02      -1.6106D-02       1.6620D-01       1.8322D-01
    1.2000D+02       1.3567D-01       1.9280D-01       1.2546D-02      -1.7329D-02       1.6424D-01       1.7395D-01
    1.2100D+02       1.3570D-01       1.8908D-01       9.2068D-03      -1.8492D-02       1.6239D-01       1.6436D-01
    1.2200D+02       1.3583D-01       1.8546D-01       5.9283D-03      -1.9593D-02       1.6065D-01       1.5446D-01
    1.2300D+02       1.3607D-01       1.8195D-01       2.7032D-03      -2.0631D-02       1.5901D-01       1.4427D-01
    1.2400D+02       1.3639D-01       1.7854D-01      -4.7543D-04      -2.1604D-02       1.5746D-01       1.3383D-01
    1.2500D+02       1.3680D-01       1.7522D-01      -3.6144D-03      -2.2511D-02       1.5601D-01       1.2314D-01
    1.2600D+02       1.3729D-01       1.7200D-01      -6.7202D-03      -2.3349D-02       1.5464D-01       1.1223D-01
    1.2700D+02       1.3784D-01       1.6886D-01      -9.7994D-03      -2.4116D-02       1.5335D-01       1.0114D-01
    1.2800D+02       1.3846D-01       1.6581D-01      -1.2858D-02      -2.4810D-02       1.5214D-01       8.9879D-02
    1.2900D+02       1.3914D-01       1.6284D-01      -1.5902D-02      -2.5428D-02       1.5099D-01       7.8487D-02
    1.3000D+02       1.3986D-01       1.5995D-01      -1.8937D-02      -2.5968D-02       1.4990D-01       6.6993D-02
    1.3100D+02       1.4062D-01       1.5713D-01      -2.1969D-02      -2.6426D-02       1.4887D-01       5.5429D-02
    1.3200D+02       1.4141D-01       1.5438D-01      -2.5003D-02      -2.6801D-02       1.4790D-01       4.3828D-02
    1.3300D+02       1.4223D-01       1.5170D-01      -2.8045D-02      -2.7089D-02       1.4697D-01       3.2227D-02
    1.3400D+02       1.4306D-01       1.4910D-01      -3.1097D-02      -2.7288D-02       1.4608D-01       2.0664D-02
    1.3500D+02       1.4390D-01       1.4656D-01      -3.4166D-02      -2.7395D-02       1.4523D-01       9.1781D-03
    1.3600D+02       1.4473D-01       1.4410D-01      -3.7255D-02      -2.7407D-02       1.4441D-01      -2.1896D-03
    1.3700D+02       1.4555D-01       1.4170D-01      -4.0367D-02      -2.7323D-02       1.4363D-01      -1.3395D-02
    1.3800D+02       1.4635D-01       1.3938D-01      -4.3506D-02      -2.7140D-02       1.4287D-01      -2.4394D-02
    1.3900D+02       1.4712D-01       1.3713D-01      -4.6674D-02      -2.6857D-02       1.4213D-01      -3.5139D-02
    1.4000D+02       1.4786D-01       1.3497D-01      -4.9873D-02      -2.6473D-02       1.4141D-01      -4.5581D-02
    1.4100D+02       1.4855D-01       1.3288D-01      -5.3104D-02      -2.5988D-02       1.4071D-01      -5.5668D-02
    1.4200D+02       1.4918D-01       1.3088D-01      -5.6368D-02      -2.5402D-02       1.4003D-01      -6.5348D-02
    1.4300D+02       1.4976D-01       1.2898D-01      -5.9666D-02      -2.4717D-02       1.3937D-01      -7.4567D-02
    1.4400D+02       1.5027D-01       1.2717D-01      -6.2996D-02      -2.3935D-02       1.3872D-01      -8.3268D-02
    1.4500D+02       1.5072D-01       1.2547D-01      -6.6356D-02      -2.3059D-02       1.3809D-01      -9.1394D-02
    1.4600D+02       1.5108D-01       1.2389D-01      -6.9745D-02      -2.2094D-02       1.3749D-01      -9.8888D-02
    1.4700D+02       1.5138D-01       1.2244D-01      -7.3159D-02      -2.1046D-02       1.3691D-01      -1.0569D-01
    1.4800D+02       1.5159D-01       1.2112D-01      -7.6595D-02      -1.9921D-02       1.3635D-01      -1.1175D-01
    1.4900D+02       1.5173D-01       1.1994D-01      -8.0047D-02      -1.8728D-02       1.3583D-01      -1.1701D-01
    1.5000D+02       1.5179D-01       1.1892D-01      -8.3510D-02      -1.7476D-02       1.3535D-01      -1.2141D-01
    1.5100D+02       1.5178D-01       1.1807D-01      -8.6977D-02      -1.6176D-02       1.3492D-01      -1.2491D-01
    1.5200D+02       1.5170D-01       1.1739D-01      -9.0442D-02      -1.4841D-02       1.3455D-01      -1.2748D-01
    1.5300D+02       1.5156D-01       1.1691D-01      -9.3897D-02      -1.3483D-02       1.3423D-01      -1.2907D-01
    1.5400D+02       1.5136D-01       1.1662D-01      -9.7333D-02      -1.2116D-02       1.3399D-01      -1.2966D-01
    1.5500D+02       1.5112D-01       1.1653D-01      -1.0074D-01      -1.0755D-02       1.3383D-01      -1.2924D-01
    1.5600D+02       1.5085D-01       1.1666D-01      -1.0411D-01      -9.4146D-03       1.3375D-01      -1.2781D-01
    1.5700D+02       1.5055D-01       1.1700D-01      -1.0744D-01      -8.1103D-03       1.3378D-01      -1.2540D-01
    1.5800D+02       1.5025D-01       1.1757D-01      -1.1070D-01      -6.8566D-03       1.3391D-01      -1.2203D-01
    1.5900D+02       1.4994D-01       1.1835D-01      -1.1390D-01      -5.6678D-03       1.3415D-01      -1.1776D-01
    1.6000D+02       1.4965D-01       1.1935D-01      -1.1703D-01      -4.5568D-03       1.3450D-01      -1.1265D-01
    1.6100D+02       1.4939D-01       1.2056D-01      -1.2006D-01      -3.5353D-03       1.3497D-01      -1.0679D-01
    1.6200D+02       1.4916D-01       1.2197D-01      -1.2300D-01      -2.6131D-03       1.3556D-01      -1.0027D-01
    1.6300D+02       1.4897D-01       1.2357D-01      -1.2583D-01      -1.7980D-03       1.3627D-01      -9.3202D-02
    1.6400D+02       1.4883D-01       1.2533D-01      -1.2855D-01      -1.0950D-03       1.3708D-01      -8.5716D-02
    1.6500D+02       1.4875D-01       1.2724D-01      -1.3114D-01      -5.0676D-04       1.3800D-01      -7.7934D-02
    1.6600D+02       1.4873D-01       1.2927D-01      -1.3360D-01      -3.2825D-05       1.3900D-01      -6.9987D-02
    1.6700D+02       1.4876D-01       1.3139D-01      -1.3592D-01       3.3000D-04       1.4008D-01      -6.2007D-02
    1.6800D+02       1.4885D-01       1.3357D-01      -1.3810D-01       5.8778D-04       1.4121D-01      -5.4121D-02
    1.6900D+02       1.4900D-01       1.3577D-01      -1.4012D-01       7.4919D-04       1.4238D-01      -4.6448D-02
    1.7000D+02       1.4918D-01       1.3795D-01      -1.4198D-01       8.2528D-04       1.4357D-01      -3.9100D-02
    1.7100D+02       1.4940D-01       1.4009D-01      -1.4367D-01       8.2904D-04       1.4474D-01      -3.2179D-02
    1.7200D+02       1.4964D-01       1.4213D-01      -1.4520D-01       7.7494D-04       1.4589D-01      -2.5773D-02
    1.7300D+02       1.4990D-01       1.4403D-01      -1.4656D-01       6.7832D-04       1.4697D-01      -1.9960D-02
    1.7400D+02       1.5015D-01       1.4577D-01      -1.4774D-01       5.5482D-04       1.4796D-01      -1.4805D-02
    1.7500D+02       1.5039D-01       1.4731D-01      -1.4874D-01       4.1969D-04       1.4885D-01      -1.0361D-02
    1.7600D+02       1.5061D-01       1.4861D-01      -1.4957D-01       2.8716D-04       1.4961D-01      -6.6721D-03
    1.7700D+02       1.5079D-01       1.4966D-01      -1.5021D-01       1.6984D-04       1.5022D-01      -3.7705D-03
    1.7800D+02       1.5092D-01       1.5042D-01      -1.5067D-01       7.8174D-05       1.5067D-01      -1.6812D-03
    1.7900D+02       1.5101D-01       1.5088D-01      -1.5094D-01       1.9951D-05       1.5094D-01      -4.2110D-04
    1.8000D+02       1.5104D-01       1.5104D-01      -1.5104D-01      -1.4595D-18       1.5104D-01       9.1884D-17
