 numangles= 181
  g= 5.59707D-01
   scat. angle           m2               m1              s21              d21           phase func.      polarization  
    1.1000D+02       2.2048D-01       3.3682D-01       5.9944D-02       1.9090D-02       2.7865D-01       2.0875D-01
    1.1100D+02       2.1755D-01       3.2959D-01       5.3022D-02       1.6779D-02       2.7357D-01       2.0476D-01
    1.1200D+02       2.1477D-01       3.2252D-01       4.6212D-02       1.4596D-02       2.6865D-01       2.0054D-01
    1.1300D+02       2.1213D-01       3.1561D-01       3.9508D-02       1.2535D-02       2.6387D-01       1.9607D-01
    1.1400D+02       2.0962D-01       3.0884D-01       3.2900D-02       1.0593D-02       2.5923D-01       1.9137D-01
    1.1500D+02       2.0723D-01       3.0222D-01       2.6383D-02       8.7671D-03       2.5473D-01       1.8644D-01
    1.1600D+02       2.0497D-01       2.9574D-01       1.9951D-02       7.0519D-03       2.5035D-01       1.8129D-01
    1.1700D+02       2.0281D-01       2.8940D-01       1.3599D-02       5.4441D-03       2.4611D-01       1.7593D-01
    1.1800D+02       2.0076D-01       2.8320D-01       7.3245D-03       3.9400D-03       2.4198D-01       1.7036D-01
    1.1900D+02       1.9881D-01       2.7715D-01       1.1238D-03       2.5359D-03       2.3798D-01       1.6460D-01
    1.2000D+02       1.9695D-01       2.7123D-01      -5.0050D-03       1.2282D-03       2.3409D-01       1.5865D-01
    1.2100D+02       1.9519D-01       2.6545D-01      -1.1063D-02       1.3333D-05       2.3032D-01       1.5253D-01
    1.2200D+02       1.9352D-01       2.5982D-01      -1.7052D-02      -1.1120D-03       2.2667D-01       1.4624D-01
    1.2300D+02       1.9193D-01       2.5433D-01      -2.2971D-02      -2.1511D-03       2.2313D-01       1.3982D-01
    1.2400D+02       1.9043D-01       2.4899D-01      -2.8819D-02      -3.1072D-03       2.1971D-01       1.3326D-01
    1.2500D+02       1.8900D-01       2.4380D-01      -3.4596D-02      -3.9834D-03       2.1640D-01       1.2660D-01
    1.2600D+02       1.8766D-01       2.3876D-01      -4.0300D-02      -4.7827D-03       2.1321D-01       1.1985D-01
    1.2700D+02       1.8639D-01       2.3389D-01      -4.5929D-02      -5.5082D-03       2.1014D-01       1.1302D-01
    1.2800D+02       1.8519D-01       2.2918D-01      -5.1480D-02      -6.1626D-03       2.0719D-01       1.0615D-01
    1.2900D+02       1.8407D-01       2.2464D-01      -5.6952D-02      -6.7488D-03       2.0435D-01       9.9247D-02
    1.3000D+02       1.8302D-01       2.2026D-01      -6.2340D-02      -7.2694D-03       2.0164D-01       9.2345D-02
    1.3100D+02       1.8204D-01       2.1607D-01      -6.7641D-02      -7.7272D-03       1.9905D-01       8.5466D-02
    1.3200D+02       1.8113D-01       2.1205D-01      -7.2853D-02      -8.1248D-03       1.9659D-01       7.8635D-02
