 numangles= 181
  g= 5.85366D-01
   scat. angle           m2               m1              s21              d21           phase func.      polarization  
    1.3800D+02       2.7248D-01       1.7692D-01      -1.8425D-02      -1.8406D-02       2.2470D-01      -2.1266D-01
    1.3900D+02       2.7431D-01       1.7447D-01      -2.2447D-02      -1.6291D-02       2.2439D-01      -2.2247D-01
    1.4000D+02       2.7596D-01       1.7208D-01      -2.6659D-02      -1.3900D-02       2.2402D-01      -2.3185D-01
    1.4100D+02       2.7740D-01       1.6976D-01      -3.1082D-02      -1.1230D-02       2.2358D-01      -2.4073D-01
    1.4200D+02       2.7862D-01       1.6752D-01      -3.5739D-02      -8.2789D-03       2.2307D-01      -2.4903D-01
    1.4300D+02       2.7959D-01       1.6539D-01      -4.0651D-02      -5.0517D-03       2.2249D-01      -2.5666D-01
    1.4400D+02       2.8032D-01       1.6339D-01      -4.5844D-02      -1.5577D-03       2.2186D-01      -2.6352D-01
    1.4500D+02       2.8079D-01       1.6157D-01      -5.1341D-02       2.1879D-03       2.2118D-01      -2.6951D-01
    1.4600D+02       2.8101D-01       1.5996D-01      -5.7167D-02       6.1628D-03       2.2048D-01      -2.7452D-01
    1.4700D+02       2.8099D-01       1.5860D-01      -6.3346D-02       1.0338D-02       2.1980D-01      -2.7843D-01
    1.4800D+02       2.8076D-01       1.5755D-01      -6.9905D-02       1.4675D-02       2.1916D-01      -2.8111D-01
    1.4900D+02       2.8034D-01       1.5686D-01      -7.6866D-02       1.9131D-02       2.1860D-01      -2.8243D-01
    1.5000D+02       2.7978D-01       1.5660D-01      -8.4254D-02       2.3652D-02       2.1819D-01      -2.8228D-01
    1.5100D+02       2.7913D-01       1.5682D-01      -9.2090D-02       2.8178D-02       2.1798D-01      -2.8055D-01
    1.5200D+02       2.7844D-01       1.5760D-01      -1.0039D-01       3.2641D-02       2.1802D-01      -2.7713D-01
    1.5300D+02       2.7780D-01       1.5901D-01      -1.0918D-01       3.6970D-02       2.1840D-01      -2.7195D-01
    1.5400D+02       2.7726D-01       1.6110D-01      -1.1846D-01       4.1087D-02       2.1918D-01      -2.6498D-01
    1.5500D+02       2.7692D-01       1.6396D-01      -1.2824D-01       4.4912D-02       2.2044D-01      -2.5623D-01
    1.5600D+02       2.7687D-01       1.6763D-01      -1.3853D-01       4.8365D-02       2.2225D-01      -2.4576D-01
    1.5700D+02       2.7717D-01       1.7217D-01      -1.4931D-01       5.1368D-02       2.2467D-01      -2.3368D-01
    1.5800D+02       2.7792D-01       1.7762D-01      -1.6057D-01       5.3848D-02       2.2777D-01      -2.2018D-01
    1.5900D+02       2.7918D-01       1.8400D-01      -1.7229D-01       5.5736D-02       2.3159D-01      -2.0549D-01
    1.6000D+02       2.8103D-01       1.9134D-01      -1.8443D-01       5.6978D-02       2.3619D-01      -1.8988D-01
    1.6100D+02       2.8352D-01       1.9962D-01      -1.9694D-01       5.7528D-02       2.4157D-01      -1.7366D-01
    1.6200D+02       2.8667D-01       2.0881D-01      -2.0978D-01       5.7358D-02       2.4774D-01      -1.5715D-01
    1.6300D+02       2.9051D-01       2.1886D-01      -2.2287D-01       5.6456D-02       2.5469D-01      -1.4066D-01
    1.6400D+02       2.9503D-01       2.2970D-01      -2.3613D-01       5.4830D-02       2.6236D-01      -1.2449D-01
