 numangles= 181
  g= 5.80738D-01
   scat. angle           m2               m1              s21              d21           phase func.      polarization  
    1.1800D+02       2.2791D-01       2.5227D-01       4.1769D-02      -1.7000D-02       2.4009D-01       5.0727D-02
    1.1900D+02       2.2846D-01       2.4802D-01       3.7446D-02      -1.8018D-02       2.3824D-01       4.1046D-02
    1.2000D+02       2.2916D-01       2.4387D-01       3.3199D-02      -1.8945D-02       2.3651D-01       3.1089D-02
    1.2100D+02       2.3000D-01       2.3981D-01       2.9016D-02      -1.9777D-02       2.3491D-01       2.0878D-02
    1.2200D+02       2.3097D-01       2.3584D-01       2.4886D-02      -2.0508D-02       2.3340D-01       1.0436D-02
    1.2300D+02       2.3205D-01       2.3195D-01       2.0799D-02      -2.1132D-02       2.3200D-01      -2.1140D-04
    1.2400D+02       2.3322D-01       2.2813D-01       1.6741D-02      -2.1642D-02       2.3068D-01      -1.1038D-02
    1.2500D+02       2.3448D-01       2.2438D-01       1.2703D-02      -2.2033D-02       2.2943D-01      -2.2016D-02
    1.2600D+02       2.3581D-01       2.2069D-01       8.6708D-03      -2.2298D-02       2.2825D-01      -3.3117D-02
    1.2700D+02       2.3719D-01       2.1706D-01       4.6338D-03      -2.2429D-02       2.2712D-01      -4.4311D-02
    1.2800D+02       2.3860D-01       2.1348D-01       5.7941D-04      -2.2420D-02       2.2604D-01      -5.5567D-02
    1.2900D+02       2.4003D-01       2.0995D-01      -3.5045D-03      -2.2264D-02       2.2499D-01      -6.6851D-02
    1.3000D+02       2.4146D-01       2.0646D-01      -7.6301D-03      -2.1955D-02       2.2396D-01      -7.8130D-02
    1.3100D+02       2.4287D-01       2.0302D-01      -1.1810D-02      -2.1486D-02       2.2294D-01      -8.9368D-02
    1.3200D+02       2.4425D-01       1.9962D-01      -1.6056D-02      -2.0853D-02       2.2194D-01      -1.0053D-01
    1.3300D+02       2.4557D-01       1.9628D-01      -2.0380D-02      -2.0051D-02       2.2092D-01      -1.1157D-01
    1.3400D+02       2.4683D-01       1.9298D-01      -2.4794D-02      -1.9077D-02       2.1990D-01      -1.2245D-01
    1.3500D+02       2.4801D-01       1.8974D-01      -2.9309D-02      -1.7929D-02       2.1887D-01      -1.3313D-01
    1.3600D+02       2.4909D-01       1.8656D-01      -3.3937D-02      -1.6607D-02       2.1782D-01      -1.4355D-01
    1.3700D+02       2.5007D-01       1.8345D-01      -3.8688D-02      -1.5113D-02       2.1676D-01      -1.5367D-01
    1.3800D+02       2.5092D-01       1.8043D-01      -4.3572D-02      -1.3449D-02       2.1568D-01      -1.6342D-01
    1.3900D+02       2.5165D-01       1.7751D-01      -4.8597D-02      -1.1624D-02       2.1458D-01      -1.7276D-01
    1.4000D+02       2.5225D-01       1.7471D-01      -5.3773D-02      -9.6438D-03       2.1348D-01      -1.8162D-01
    1.4100D+02       2.5271D-01       1.7204D-01      -5.9106D-02      -7.5215D-03       2.1238D-01      -1.8992D-01
    1.4200D+02       2.5303D-01       1.6953D-01      -6.4603D-02      -5.2708D-03       2.1128D-01      -1.9760D-01
    1.4300D+02       2.5323D-01       1.6721D-01      -7.0267D-02      -2.9087D-03       2.1022D-01      -2.0458D-01
    1.4400D+02       2.5329D-01       1.6510D-01      -7.6104D-02      -4.5527D-04       2.0920D-01      -2.1078D-01
    1.4500D+02       2.5324D-01       1.6323D-01      -8.2114D-02       2.0668D-03       2.0823D-01      -2.1612D-01
    1.4600D+02       2.5308D-01       1.6163D-01      -8.8298D-02       4.6321D-03       2.0735D-01      -2.2051D-01
    1.4700D+02       2.5283D-01       1.6033D-01      -9.4654D-02       7.2128D-03       2.0658D-01      -2.2387D-01
