 numangles= 181
  g= 5.99782D-01
   scat. angle           m2               m1              s21              d21           phase func.      polarization  
    1.4100D+02       2.2164D-01       1.7467D-01      -5.5838D-02      -2.0432D-03       1.9815D-01      -1.1853D-01
    1.4200D+02       2.2136D-01       1.7240D-01      -5.9743D-02      -2.5033D-04       1.9688D-01      -1.2434D-01
    1.4300D+02       2.2090D-01       1.7024D-01      -6.3768D-02       1.6890D-03       1.9557D-01      -1.2951D-01
    1.4400D+02       2.2026D-01       1.6821D-01      -6.7923D-02       3.7627D-03       1.9424D-01      -1.3399D-01
    1.4500D+02       2.1945D-01       1.6632D-01      -7.2218D-02       5.9551D-03       1.9288D-01      -1.3773D-01
    1.4600D+02       2.1847D-01       1.6459D-01      -7.6661D-02       8.2469D-03       1.9153D-01      -1.4066D-01
    1.4700D+02       2.1735D-01       1.6305D-01      -8.1260D-02       1.0616D-02       1.9020D-01      -1.4274D-01
    1.4800D+02       2.1609D-01       1.6172D-01      -8.6022D-02       1.3035D-02       1.8890D-01      -1.4392D-01
    1.4900D+02       2.1474D-01       1.6062D-01      -9.0954D-02       1.5474D-02       1.8768D-01      -1.4417D-01
    1.5000D+02       2.1331D-01       1.5979D-01      -9.6060D-02       1.7901D-02       1.8655D-01      -1.4345D-01
    1.5100D+02       2.1186D-01       1.5926D-01      -1.0134D-01       2.0280D-02       1.8556D-01      -1.4174D-01
    1.5200D+02       2.1041D-01       1.5904D-01      -1.0680D-01       2.2573D-02       1.8473D-01      -1.3904D-01
    1.5300D+02       2.0902D-01       1.5917D-01      -1.1244D-01       2.4741D-02       1.8410D-01      -1.3537D-01
    1.5400D+02       2.0773D-01       1.5968D-01      -1.1825D-01       2.6744D-02       1.8370D-01      -1.3077D-01
    1.5500D+02       2.0659D-01       1.6058D-01      -1.2423D-01       2.8541D-02       1.8359D-01      -1.2528D-01
    1.5600D+02       2.0564D-01       1.6190D-01      -1.3037D-01       3.0096D-02       1.8377D-01      -1.1900D-01
    1.5700D+02       2.0495D-01       1.6366D-01      -1.3666D-01       3.1371D-02       1.8430D-01      -1.1203D-01
    1.5800D+02       2.0454D-01       1.6585D-01      -1.4309D-01       3.2335D-02       1.8520D-01      -1.0448D-01
    1.5900D+02       2.0447D-01       1.6848D-01      -1.4963D-01       3.2962D-02       1.8647D-01      -9.6499D-02
    1.6000D+02       2.0476D-01       1.7155D-01      -1.5626D-01       3.3230D-02       1.8816D-01      -8.8239D-02
    1.6100D+02       2.0543D-01       1.7505D-01      -1.6296D-01       3.3125D-02       1.9024D-01      -7.9852D-02
    1.6200D+02       2.0651D-01       1.7895D-01      -1.6970D-01       3.2641D-02       1.9273D-01      -7.1493D-02
    1.6300D+02       2.0799D-01       1.8323D-01      -1.7645D-01       3.1783D-02       1.9561D-01      -6.3305D-02
    1.6400D+02       2.0988D-01       1.8784D-01      -1.8317D-01       3.0561D-02       1.9886D-01      -5.5418D-02
    1.6500D+02       2.1214D-01       1.9273D-01      -1.8981D-01       2.8999D-02       2.0243D-01      -4.7940D-02
    1.6600D+02       2.1475D-01       1.9785D-01      -1.9635D-01       2.7128D-02       2.0630D-01      -4.0957D-02
    1.6700D+02       2.1766D-01       2.0312D-01      -2.0273D-01       2.4988D-02       2.1039D-01      -3.4534D-02
    1.6800D+02       2.2081D-01       2.0849D-01      -2.0890D-01       2.2629D-02       2.1465D-01      -2.8707D-02
    1.6900D+02       2.2415D-01       2.1386D-01      -2.1482D-01       2.0106D-02       2.1901D-01      -2.3494D-02
    1.7000D+02       2.2760D-01       2.1915D-01      -2.2043D-01       1.7483D-02       2.2337D-01      -1.8893D-02
    1.7100D+02       2.3107D-01       2.2429D-01      -2.2569D-01       1.4826D-02       2.2768D-01      -1.4887D-02
    1.7200D+02       2.3448D-01       2.2917D-01      -2.3056D-01       1.2204D-02       2.3182D-01      -1.1448D-02
    1.7300D+02       2.3774D-01       2.3372D-01      -2.3497D-01       9.6865D-03       2.3573D-01      -8.5404D-03
    1.7400D+02       2.4078D-01       2.3785D-01      -2.3890D-01       7.3421D-03       2.3931D-01      -6.1253D-03
    1.7500D+02       2.4350D-01       2.4149D-01      -2.4229D-01       5.2349D-03       2.4250D-01      -4.1629D-03
    1.7600D+02       2.4585D-01       2.4456D-01      -2.4512D-01       3.4233D-03       2.4520D-01      -2.6154D-03
    1.7700D+02       2.4774D-01       2.4702D-01      -2.4735D-01       1.9581D-03       2.4738D-01      -1.4493D-03
    1.7800D+02       2.4913D-01       2.4881D-01      -2.4897D-01       8.8073D-04       2.4897D-01      -6.3710D-04
    1.7900D+02       2.4998D-01       2.4990D-01      -2.4994D-01       2.2177D-04       2.4994D-01      -1.5821D-04
    1.8000D+02       2.5027D-01       2.5027D-01      -2.5027D-01      -2.1278D-18       2.5027D-01       0.0000D+00
